,0
362,"メットライフ生命保険株式会社 | 【仙台青葉エイジェンシーオフィス】《面接保証》《WEB面接可》
未経験者歓迎！【コンサルティング営業】★年間休日123日 正社員
職種・業種未経験OK 急募 転勤なし 完全週休2日制 第二新卒歓迎
女性のおしごと掲載中
【安心してスタートできる研修＆フォロー体制！】収入UPはもちろん、自分らしい働き方を実現できる！
仕事内容 【賞与年4回(個人業績による)】生命保険の提案・営業を通して、個人・法人のお客さまの幅広いニーズにお応えします。☆将来の営業幹部候補！
対象となる方 【未経験歓迎！前職・経験は問いません】◎向上心と主体性を重視します！ ◎大卒以上 ★保険・金融の知識は入社後しっかり学べるので安心です★
勤務地 【転勤なし／UIターン歓迎！】 仙台市宮城野区榴岡4-2-3　仙台MTビル18F ☆仙台に根差して…
給与 初任給月給25万円または30万円 (基本給10万円＋初期補給15万円または20万円)＋業績給 ※初期補給の金額は…
詳細を見る
気になる
情報更新日： 2020/09/18
掲載終了予定日： 2020/11/26"
363,"株式会社リグリード | 各種イベントからあらゆる業界のオフィスまで、幅広く活躍！
イベントやオフィスの【設営・施工スタッフ】※未経験歓迎 正社員
職種・業種未経験OK 転勤なし 学歴不問 第二新卒歓迎
有名音楽フェスにも携わり、勢いを増すベンチャー企業。希望に応じた働き方で、平均月収は35万円ほど。
仕事内容 イベントや展示会などの会場・ブースの設営・撤去、オフィスへの搬入作業など。★希望により高収入が目指せる歩合給制度です！
対象となる方 【未経験歓迎／経験者は優遇します】◆「飽きない仕事がしたい」という方はぜひ！ ★20～30代が活躍中！未経験から始めた人が多数の職場です。
勤務地 京都府・大阪府全域の各現場 ※現場へは直行直帰です ◆京都本社 京都府京都市中京区錦堀川町659…
給与 月給20万円〜25万円＋［現場数に応じた歩合給］＋各種手当充実 ＜平均月収：35万円＞ 【月収例】 1日1現…
詳細を見る
気になる
情報更新日： 2020/09/15
掲載終了予定日： 2020/12/21"
364,"株式会社司運送 | 【大阪府緊急雇用対策に賛同】未経験OK/車両レンタル/正社員登用
未経験でも平均月収40万円【配送スタッフ(軽車両)】普通免許でOK 業務委託
職種・業種未経験OK 転勤なし 学歴不問 第二新卒歓迎
女性のおしごと掲載中
【稼ぎたいあなたを応援！】""自由に自分がやればやった分だけ稼げる"" 大手宅配業者と取引を行う安定基盤
仕事内容 【軽自動車(AT)で運ぶので未経験も安心！】◆大手運送会社から受託したネットショップの商品を配送します ◆車両レンタルあり！車の持ち込みもOK
対象となる方 【経験・学齢・年齢不問】◆必要なのは普通自動車免許(AT可)のみ ◆未経験歓迎、人物重視の採用！まずは一度お会いしましょう！◆資格支援サポート有
勤務地 ★原則自由 【配送エリア】東大阪市（中心）、大阪府下 ※直行直帰で営業所に向かいます 【営業所】大…
給与 完全歩合報酬制　※月払い制 ★業務委託スタッフの平均月報酬：40万円 ★待遇条件の詳細については、面…
詳細を見る
気になる
情報更新日： 2020/11/12
掲載終了予定日： 2020/11/26"
365,"新着
三重農林建設株式会社 | 地元密着72年『土日休み＆実質年110日休』の施工管理優良求人！
《賞与昨年実績6ヶ月分》成長してスキルが磨ける【施工管理】 正社員
転勤なし 学歴不問 第二新卒歓迎
女性のおしごと掲載中
仕事内容 【年収700万の高収入も可能！新拠点開設予定でポジション有】JA、大学、病院、工場、地元の主要道路など地域の多彩な工事に携われます。
対象となる方 【建築または土木施工管理技士(2級・1級)の有資格者(取得予定の方もOK)】◎三重で働きたい、2級→1級をとりたい、どんな理由も受け止めます♪
勤務地 転勤なし｜U・Iターン歓迎 【三重県津市一身田中野275-1】 駐車場あり／車両貸与制度あり／通勤…
給与 【月給32万円〜40万円】+賞与年2回（業績賞与含めて昨年6ヶ月分支給）+各種手当（資格、残業） ★年収70…
初年度年収 500万円～700万円
詳細を見る
気になる
情報更新日： 2020/11/17
掲載終了予定日： 2021/01/11"
366,"新着
福岡アーム税理士事務所 | ＊簿記3級以上の有資格者限定＊　◎転勤なし ◎Uターンも歓迎
年収600万円以上も目指せる！【税理士補助】*頑張りは給与に還元 正社員
職種・業種未経験OK 転勤なし 学歴不問 完全週休2日制
女性のおしごと掲載中
仕事内容 ◎福岡エリアの顧問先を税務・財務の面からサポートしてください。★税理士を目指して勉強中の方も歓迎！税理士になる夢、ここで叶えてみませんか？
対象となる方 ＊簿記資格3級以上の有資格者限定募集＊《収入面、環境面を含め満足いく待遇をご用意します！》◎学歴不問　◎税理士事務所での実務経験がある方歓迎
勤務地 ■福岡福岡市博多区博多駅前3-27-25　第二岡部ビル7F ※転勤一切なし！ ※U・Iターンも大歓…
給与 年俸制 3,200,000円〜 + インセンティブ + 決算賞与 ※2年目以降は前年の売上に応じて昇給を行います。 …
詳細を見る
気になる
情報更新日： 2020/11/17
掲載終了予定日： 2020/12/21"
367,"新着
プレミアムウォーター株式会社 | 東証2部上場グループ企業／シェアNo.1のウォーターサーバー
【内勤営業】大阪支社オープニングスタッフ！9つの休暇制度アリ 正社員
職種・業種未経験OK 急募 転勤なし 学歴不問 第二新卒歓迎
女性のおしごと掲載中
仕事内容 【完全内勤で働きやすさ◎】一人暮らしの方やファミリー層など、幅広いお客様に対して、電話による案内やアフターフォローをお任せします。
対象となる方 ◆年齢 35歳まで ◆仕事とプライベートのバランスを大事にしたい・長く働き続けたいという方は是非ご応募ください。未経験・第二新卒の方も大歓迎！
勤務地 大阪オフィス、または大阪市内、神戸市内の業務提携先での勤務になります ＜大阪オフィス＞ 大阪府大阪…
給与 月給23万5,000円以上 ＋ インセンティブ（契約件数に応じて毎月支給）＋通勤交通費支給 ※経験・能力を考…
初年度年収 350万円～550万円
詳細を見る
気になる
情報更新日： 2020/11/13
掲載終了予定日： 2021/01/07"
368,"新着
株式会社宮本工業所 | 官公庁、NTT、ガス・電力会社、JRなど大手案件中心！
ライフラインを支える【メンテナンススタッフ】★未経験大歓迎 正社員
職種・業種未経験OK 転勤なし 学歴不問 第二新卒歓迎
女性のおしごと掲載中
仕事内容 《最新のロボットによる作業もあり！》ライフライン（上下水道・ガス）の管路のメンテナンス・交換、耐震加工をお任せします！
対象となる方 《先輩の90％が未経験スタートでした！》◎普通免許◎学歴不問★入社後に結婚した人も！
勤務地 《転勤なし！★バイク通勤・自転車通勤OK！マイカー通勤要相談》 大阪府摂津市南別府町8-47 ⇒大…
給与 月給250,000円〜500,000円（一律手当含む）※賞与年2回 ※経験・年齢・スキルに応じ、当社規定により優遇…
初年度年収 350万円～650万円
詳細を見る
気になる
情報更新日： 2020/11/13
掲載終了予定日： 2020/12/10"
369,"新着
岩崎エアーテック株式会社 | 《設立31年のメーカー営業！》◎転勤なし / 月収100万円も可能！
★40代～60代活躍中★【法人営業】インセンで高収入を目指せる！ 正社員
職種・業種未経験OK 転勤なし 学歴不問 第二新卒歓迎
仕事内容 【既存顧客中心！】◎ニーズのある工場・病院・保育園・介護施設などに空気清浄機のリース・販売をご提案します。契約に応じてインセンティブも支給！
対象となる方 【経験・年齢不問！40～60代活躍中！】◎普通運転免許(AT限定可) ★主体性を持ち、向上心を持って仕事に向かえる方を歓迎します！
勤務地 【転勤なし！U・Iターン歓迎】 ■札幌・仙台・新潟・横浜から勤務地をお選びいただけます！ ◎札幌…
給与 月給：233,000円〜283,000円＋インセンティブ＋各種手当 ※能力・経験を考慮の上、決定いたします。 ※…
初年度年収 300万円～600万円
詳細を見る
気になる
情報更新日： 2020/11/13
掲載終了予定日： 2021/01/07"
370,"新着
関東防護柵株式会社 | 高速・国道・鉄道の防護柵・遮音壁施工の専門会社
【施工スタッフ】未経験歓迎！有休も取りやすく、高収入も可！ 正社員
職種・業種未経験OK 転勤なし 学歴不問 第二新卒歓迎
女性のおしごと掲載中
仕事内容 【防護柵専門の会社です！】高速道路や国道などの防護柵（ガードレールやフェンス）、遮音壁や鉄道のフェンスなどの設置・施工をおまかせします。
対象となる方 【未経験歓迎！学歴・男女・経験一切不問】■要普通免許 ◎人物重視の採用です！デスクワークではない外仕事が好きな方歓迎します！
勤務地 本社 山梨県笛吹市御坂町金川原14-15 ※U・Iターン歓迎 ※マイカー通勤可
給与 月給21万円〜 ※経験・年齢を考慮の上、当社規定により優遇します。 ※試用期間3ヵ月（その間の給与の変…
詳細を見る
気になる
情報更新日： 2020/11/13
掲載終了予定日： 2021/02/04"
371,"新着
株式会社 LiN CORPORATION | 来店型保険SHOP「シュアライフ」を運営 ☆駅徒歩0～3分
【保険アドバイザー】☆残業なし ☆社員の平均月収は40万円以上 正社員
職種・業種未経験OK 急募 学歴不問 完全週休2日制 第二新卒歓迎
女性のおしごと掲載中
仕事内容 ご希望に応じて以下のどちらかの業務をお任せします。◆来店されたお客様に各種保険の相談対応とご提案　◆提携先の企業を訪問して従業員の方にご提案
対象となる方 ◆年齢・学歴不問　☆未経験歓迎　★経験者優遇(営業、保険、接客など)　◆男女ともに歓迎【ワークライフバランスに優れた、働きやすい職場が魅力！】
勤務地 ■学芸大学店(本店)：東京都目黒区鷹番3-19-10 ■都立大学店：目黒区中根1丁目 【アクセス】…
給与 ■月給20万円〜35万円＋インセンティブ ※試用期間3カ月は月給25万円〜 ※経験・スキルを考慮して決定し…
初年度年収 300万円～800万円
詳細を見る
気になる
情報更新日： 2020/11/13
掲載終了予定日： 2020/12/24"
372,"新着
SAITOS株式会社 | 港区都心専門の住まいのトータルアドバイザー ★完全週休二日制
時間に縛られないワークスタイルで活躍！【不動産営業】 正社員
職種・業種未経験OK 急募 転勤なし 学歴不問 完全週休2日制
女性のおしごと掲載中
仕事内容 《立ち上げメンバーを募集！》都心“3A地区＝麻布・青山・赤坂”のマンションやビルなどの売買業務。★大きな裁量のもとあなたらしいスタイルで活躍！
対象となる方 《30～40代活躍中・男女不問》◆投資用不動産営業もしくは住宅販売営業の経験 ◆宅地建物取引士資格 ◎年収1000万円以上も実現可！業界高水準の好待遇
勤務地 《転勤なし／六本木のオフィス》 東京都港区西麻布2-13-15第2横芝ビル302
給与 年俸400万円〜＋インセンティブ ※経験やスキルを考慮の上、決定します。 ★歩合還元率も高いため、あ…
初年度年収 400万円～1000万円
詳細を見る
気になる
情報更新日： 2020/11/13
掲載終了予定日： 2020/12/24"
373,"新着
株式会社TRANSIT | 《2019年グッドデザイン賞受賞》☆転勤なし　☆年休125日
経験や意欲を活かし感性を磨く！【総合職(設計/監理/現場管理)】 正社員
急募 学歴不問 第二新卒歓迎
女性のおしごと掲載中
仕事内容 【建築を通して、人と人がつながる日常と空間を “創造”します】設計から監理、現場での施工管理まで、トータルに携わっていただきます。
対象となる方 【経験者募集/一級建築士大歓迎！/女性活躍中】■建築設計・監理もしくは施工の実務経験をお持ちの方　■要普通免許（AT可）＼経験次第で高収入も◎／
勤務地 【転勤なし／マイカー通勤OK】 ■事業所 宮城県仙台市宮城野区出花2丁目9-17 B102
給与 月給：200,000円〜500,000円 ※経験・能力・資格などを考慮し、当社規定により優遇いたします。 ※試用期…
初年度年収 250万円～600万円
詳細を見る
気になる
情報更新日： 2020/11/13
掲載終了予定日： 2021/01/07"
374,"新着
株式会社木の花ホーム | 栃木県密着のハウスメーカー/コロナの影響も少なく案件も安定
家づくりに向き合い、職人としての価値を高める【大工】 業務委託
急募 転勤なし 第二新卒歓迎
女性のおしごと掲載中
仕事内容 【あなたの""技""が問われる現場】◆木材からこだわった注文住宅の大工としてご活躍頂きます★大工出身の社長のもとで本物の家づくりをしませんか？
対象となる方 【大工の実務経験をお持ちの方→さらなる成長を望む方に最適】★経験年数&年齢は不問！★やればやるほど稼げるから、収入面の安心も手に入ります！
勤務地 ★直行直帰★栃木県全域★ あなたのお住まいから通いやすい現場をアテンドします。 詳しくはお問い合わ…
給与 【完全出来高制】 ◆1案件80万円〜150万円 ※案件の単価はお任せする物件によって変動します ⇒頑張っ…
詳細を見る
気になる
情報更新日： 2020/11/13
掲載終了予定日： 2020/12/17"
375,"新着
社会福祉法人福寿会 | 年休111日/残業ほぼなし/第二新卒歓迎/賞与3.5ヵ月支給実績有り
実務未経験・ブランクのある方も歓迎【介護職員】月給24万円～ 正社員
職種・業種未経験OK 急募 転勤なし 学歴不問 第二新卒歓迎
女性のおしごと掲載中
仕事内容 【基本定時退社】利用者さんの生活全般サポート。行事の企画や運営も★産育休取得ほぼ100％/自動寝返り支援ベッドを導入、働きやすさを追求
対象となる方 ＼実務未経験者・無資格者・ブランクある方も歓迎！／★学歴不問★介護の実務経験者または介護職員初任者研修を受けた方 ◎誰かの役に立ちたい方
勤務地 ★転勤なし！マイカー、自転車、バイク通勤もOK（無料駐車場完備） （1）埼玉県久喜市（2）東京都福…
給与 【福生ことぶき苑】月給25万3,650円〜29万6,650円 【久喜ことぶき苑】月給24万8,000円〜29万6,650円 ※…
初年度年収 360万円～380万円
詳細を見る
気になる
情報更新日： 2020/11/13
掲載終了予定日： 2020/12/24"
376,"新着
太陽交通株式会社 | 【名古屋ハイタク協同組合加盟】★電話問合せOK ⇒ 052-412-3311
＼ 経験者の定着率◎／【 タクシードライバー 】★何歳でもOK 正社員
職種・業種未経験OK 転勤なし 学歴不問 第二新卒歓迎
女性のおしごと掲載中
仕事内容 【 時間やお休みは相談OK！ワークライフバランス充実 】お客様を安全に目的地までご案内する仕事です。★コロナ対策実施中！環境面を整備しています。
対象となる方 【 平均年齢72.2歳｜定着率高 】◆普通自動車運転免許(二種免許をお持ちの方) ◆定年後も働きたい方、歓迎！＜30～70代まで幅広い年齢層が活躍中＞
勤務地 【 マイカー通勤可 】 ※地下鉄東山線「中村公園」駅より車5分 愛知県名古屋市中村区稲西町158番地
給与 月給30万円〜 ※試用期間は、1ヶ月あります。（待遇の変動なし）
詳細を見る
気になる
情報更新日： 2020/11/13
掲載終了予定日： 2021/01/07"
377,"新着
アゲダ空調食品設備株式会社 | ★正社員として腰を据えて働けます
地元企業ならではの"" あったかさ ""が魅力【 設備工事スタッフ 】 正社員
職種・業種未経験OK 転勤なし 学歴不問 第二新卒歓迎
仕事内容 ◎業務用冷凍冷蔵庫の設置やメンテナンスをお任せします。【 多彩な実績 】サンエーやコープ、ドン・キホーテ、琉球大学など ★手厚いサポートあり★
対象となる方 ＼ 未経験者大歓迎！ゼロからしっかり育てていきます ／ ◎学歴不問 ◎普通運転免許 ★20~40代の男性社員が活躍中 ★社員の家族も大切にする会社です
勤務地 〈 転勤なし 〉 沖縄県中頭郡北中城村字安谷屋1453 ※マイカー通勤OK ※U・Iターン歓迎 ┗…
給与 月給180,000円〜282,000円 ＋ 諸手当 ※毎年、昇給を行っています。（ 最大1万円 ） ※経験・年齢を考慮…
詳細を見る
気になる
情報更新日： 2020/11/16
掲載終了予定日： 2021/01/07"
378,"MIGホールディングス株式会社
超大人気店と多数コラボで高利益！【駅ナカ催事販売】 FCオーナー
職種・業種未経験OK 学歴不問 第二新卒歓迎
女性のおしごと掲載中
仕事内容 《定年ナシ＆働き方も自由！》人が集まる場所限定！人気店のスイーツやパンを駅ナカ・商業施設で限定販売★開業前最長2ヶ月間の手厚い研修あり★
対象となる方 《働き方もお休みも自由！》◎学歴・経験・性別不問←未経験から月収100万円越えを果たす先輩も続出中です！
勤務地 全国の開業希望エリア ※全国3000店舗の展開を目指しています！
給与 <売上：1日平均17万円、月間442万円> 関東 横田商店、MURATA ▲商品仕入：331万5000 円 ▲人件費：7万200…
セミナー情報
詳細を見る
気になる
情報更新日： 2020/11/10
掲載終了予定日： 2020/12/07"
379,"ファルコンインターナショナル株式会社 | 【大阪府緊急雇用対策に賛同】アパレル有名ブランドへのODM事業
ファッションプランナー【企画営業】＊経験者募集／前職給与考慮 正社員
転勤なし 完全週休2日制 第二新卒歓迎
女性のおしごと掲載中
仕事内容 大手アパレルブランドに向けた、レディスカジュアルウェアのODM提案。レディスファッション衣料の物作り全てに携わるやりがいと感動のあるお仕事です
対象となる方 【経験者募集】※アパレル業界での企画または営業の経験をお持ちの方。成果次第で高収入も可能です！
勤務地 ★地下鉄御堂筋線「本町駅」より徒歩5分。転勤なし ◇大阪本社／大阪市中央区瓦町4-5-9　井門瓦町…
給与 ◇月給26万円〜40万円 ※経験や能力に応じて、考慮いたします。 ★成果に応じて賞与にしっかり反映しま…
初年度年収 300万円～800万円
詳細を見る
気になる
情報更新日： 2020/11/10
掲載終了予定日： 2020/12/07"
380,"税理士法人前原パートナーズ | ◆小川町駅すぐの好立地 ◆30～40代活躍中 ◆月給30万円以上
“高収入＆好立地”で長期的なキャリアを築こう【税務スタッフ】 正社員
業種未経験OK 急募 転勤なし 完全週休2日制
仕事内容 【残業月平均10時間以下】税理士補助業務（顧客対応や仕分け、確定申告、相談業務など）をお任せします。★完全週休2日制（土日祝休み） ★賞与2回
対象となる方 【30代～40代活躍中】◆会計 or 税理士事務所での業務経験がある方〈経理・財務の経験がある方も歓迎〉◎簿記2級程度の知識がある方は優遇
勤務地 ◎転勤なし ◎小川町駅・新御茶ノ水駅・淡路町駅から徒歩1分の好立地！ 東京都千代田区神田小川町2-…
給与 月給：30万円〜（一律手当を含む）+交通費は別途全額支給 ※経験・スキルを考慮し、決定します。
初年度年収 400万円～650万円
詳細を見る
気になる
情報更新日： 2020/11/06
掲載終了予定日： 2020/12/03"
381,"株式会社ダウイン | 活躍する整備士は約160名！信頼される『整備士の専門派遣会社』
高年収が可能 × 希望案件を最大限に考慮！【整備士】※年齢不問 正社員
業種未経験OK 急募 学歴不問 第二新卒歓迎
女性のおしごと掲載中
仕事内容 ::★ 安定／経営母体である親会社が上場 ★:: TOYOTAやフェラーリなど大手自動車ディーラー等での修理・点検・部品交換等の整備士業務
対象となる方 ::★ 年齢不問／学歴不問／第二新卒歓迎 ★:: 自動車整備士3級以上の方 ★出張面接もします！勤務先によって社宅も完備 ★年収500万円以上も目指せる
勤務地 【希望や自宅を考慮して配属】 47都道府県各地のクライアント先 ※出張面接致します ※現地採用、現…
給与 ◆時給 2000円以上 ※月収40万円以上も可能です！ ⇒ 時給2000円×8ｈ×22日＋残業手当（2500円×20h/月…
初年度年収 450万円～600万円
詳細を見る
気になる
情報更新日： 2020/11/06
掲載終了予定日： 2020/12/31"
382,"ミナミ電工株式会社 | ＜基本土日休み・毎年9連休あり＞など家族の時間も大切にできる
【設備設計士・設備設計アシスタント】※未経験でも月給24万円～ 正社員
職種・業種未経験OK 急募 転勤なし 第二新卒歓迎
女性のおしごと掲載中
仕事内容 【現場作業はありません！】大型マンションや商業施設・大手企業の工場などの設備工事に関わる適性に応じた業務をお任せ。☆国家資格の取得支援あり！
対象となる方 【応募条件に合う方は全員面接！】■高卒以上■要普免■未経験者：30歳まで／経験者：年齢不問 ★賞与支給平均6.5ヶ月と利益は社員に還元する風土です
勤務地 【転勤なし／U・Iターン歓迎／マイカー通勤OK】 ※転居費用負担制度あり ◇兵庫県姫路市中地66-…
給与 ◇未経験者：月給24万円〜 + 各種諸手当 ◇経験者：月給28万円〜 + 各種諸手当 ※経験・年齢に応じて優…
初年度年収 350万円～500万円
詳細を見る
気になる
情報更新日： 2020/11/06
掲載終了予定日： 2020/12/17"
383,"株式会社ロンコ・ジャパン | 【大手企業との取引で安定成長！】※広島・香川限定採用
【総合職(運行管理・ドライバー)】 ※好待遇！月収30万円～も可 正社員
職種・業種未経験OK マネジャー採用 急募 学歴不問 第二新卒歓迎
仕事内容 【選べる働き方！】管理：運行状況の管理や配車業務　ドライバー：大型ドライバーとして取引先への配送　をお任せします。
対象となる方 【学歴一切不問！】◆要普免　◆運行管理や大型免許の資格／実務経験をお持ちの方は優遇！◎あなたに合わせたキャリアをご用意します◎30~40代活躍中
勤務地 【UIターン歓迎／マイカー通勤OK】 広島県（廿日市・尾道・広島市）または、香川県（三豊）いずれか…
給与 月給：30万円以上＋諸手当 ※経験・年齢・能力を考慮の上、決定します
初年度年収 450万円～600万円
詳細を見る
気になる
情報更新日： 2020/11/10
掲載終了予定日： 2020/12/17"
384,"株式会社アイプロホールディングス | ◆残業月20h以内/月均年収約780万円/有給消化率ほぼ100％
社有車通勤で楽々♪【住宅販売コンサルタント】残業月20時間以内 正社員
職種・業種未経験OK 急募 学歴不問 第二新卒歓迎
仕事内容 【100％反響営業！】販売会や不動産情報サイト・自社サイトからの問合せ対応をお任せします。◇未経験も安心／先輩の80％が未経験スタートです。
対象となる方 【20～40代幅広く活躍中！／未経験歓迎！】■高卒以上 ■普通自動車免許（AT限定可）◎不動産に興味のある方 ◇研修充実！じっくり教育します
勤務地 川口・草加・八潮・足立・葛飾・江戸川・市川からアクセス抜群！ 【勤務地住所】 (1)埼玉県川口市戸…
給与 【月給】30万円以上+業績給+報奨金 ※経験・年齢を考慮の上、当社規定により優遇 ＜初年度月収例（売上2…
初年度年収 360万円～780万円
詳細を見る
気になる
情報更新日： 2020/11/06
掲載終了予定日： 2020/12/10"
385,"株式会社プリペアド | 「個別指導学院ヒーローズ 西春校」★新教室も開設予定です！
未経験から成長企業で活躍！【 教室運営スタッフ 】※教室長候補 正社員
職種・業種未経験OK 転勤なし 第二新卒歓迎
仕事内容 《 個別指導塾の運営管理業務 》◆小中高生の学習サポートやご家族への報告、入塾希望の方への教室のご案内などをお任せします。近い将来は教室長へ！
対象となる方 《 未経験・第二新卒歓迎 》◆中学生レベルの英語・数学を教えられる程度の学力があればOK ◆異業種からの転職も歓迎 ◇1週間の連休が年4回
勤務地 【 転勤ナシ！ 西春駅から徒歩1分 】 愛知県北名古屋市九之坪北町51-1
給与 【1】月給23万円〜＋賞与年2回 【2】月給20万円〜＋インセンティブ＋賞与年2回 ※上記の【1】【2】から…
詳細を見る
気になる
情報更新日： 2020/11/06
掲載終了予定日： 2020/12/03"
386,"株式会社aaath | 大阪府緊急雇用対策に賛同 ※高水準の給与還元率！有休消化率◎
月給25万円＆定時退社OK【営業スタッフ】女性活躍中♪未経験歓迎 正社員
職種・業種未経験OK 急募 転勤なし 学歴不問 完全週休2日制 第二新卒歓迎
女性のおしごと掲載中
仕事内容 ★頑張り次第で高収入も可能★【月給25万円スタートだから生活面も安心◎】投資用不動産の仕入れ～売買提案などの営業活動をお任せします。
対象となる方 【宅建資格をお持ちの方を優遇！月""3万円""支給】◆学歴・経験不問 ◆PC操作のスキル ★家庭と両立を応援！残業ほぼナシ＆家庭の用事にも対応します。
勤務地 ＜転勤ナシ・「四ツ橋」駅より徒歩4分＞ 大阪府大阪市西区北堀江1-11-5 RE018 2階 ※U…
給与 月給25万円〜+諸手当+インセンティブあり ★1成約につき100万円のインセンティブを支給 ※上記は最低保…
初年度年収 350万円～1000万円
詳細を見る
気になる
情報更新日： 2020/11/03
掲載終了予定日： 2020/11/30"
387,"住井運輸株式会社 | 条件を満たす応募者全員と面接確約/若手積極採用/完全週休2日制
【港湾荷役】入社2年目、26歳で月収39.5万円の先輩もいます！ 正社員
職種・業種未経験OK 転勤なし 学歴不問 完全週休2日制 第二新卒歓迎
仕事内容 ■港湾荷役（こうわんにやく）：神戸港で、貨物の積み下ろし作業を行う“必要不可欠”な存在 ☆20～30代の男性が中心に活躍する風通しが良い職場
対象となる方 【頑張るほどに稼げる体制です！】■34歳まで（※）■高卒以上 ■普通自動車免許 ★未経験＆第二新卒歓迎 ★正社員デビューという方も歓迎！
勤務地 《転勤なし／U・Iターン歓迎》 ◆兵庫県神戸市中央区波止場町6-7 ※神戸港（作業現場）まで送迎あ…
給与 ◆月給20万円〜30万円 + 諸手当 ※残業代は別途全額＆お弁当も毎日支給します ※試用期間3ヶ月あり（待…
詳細を見る
気になる
情報更新日： 2020/11/12
掲載終了予定日： 2020/12/24"
388,"株式会社福永建設工業 | 入社祝い金""最大20万円""／週休2日制／年収800万円以上も目指せる
【総合職(土木・建築施工管理／設計コンサルタント)】◎転勤なし 正社員
職種・業種未経験OK マネジャー採用 転勤なし 学歴不問 第二新卒歓迎
仕事内容 《8割官公庁案件！社会貢献度◎》現場の管理・確認、工事計画の作成、設計…など工事の進行を支えるポジションです！
対象となる方 《未経験スタートを応援！20代～30代社員も多数活躍中》◆要普免(AT限定不可) ◆土木・建築施工管理技士・設計コンサルタントに興味のある方大歓迎
勤務地 《UIターン歓迎／マイカー通勤OK！》 広島本社／広島県広島市西区観音本町1‐16‐22
給与 月給：25万円〜60万円＋各種諸手当 ※※年齢・経験、能力を最大限考慮し決定いたします。 ※試用期間3ヶ…
初年度年収 350万円～800万円
詳細を見る
気になる
情報更新日： 2020/10/30
掲載終了予定日： 2021/01/21"
389,"株式会社エヌ・ワイシステム | ★結婚・育児… あらゆる人生経験が活かせる仕事！
まっさらなアナタを歓迎！ママさん社員活躍中【葬祭スタッフ】 正社員
職種・業種未経験OK 転勤なし 学歴不問 完全週休2日制 第二新卒歓迎
女性のおしごと掲載中
仕事内容 【17時終業＆残業ほぼナシ／完全週休2日(月8日休)】式の打合せ・準備、進行サポート、互助会紹介などをお任せします！★知識ゼロから丁寧に育てます！
対象となる方 【未経験社員が活躍中／マイナビ転職からの入社実績あり】育児中の方や子育てが一段落して働きたいと考えている方も大歓迎です！※高卒以上・要普免
勤務地 ＜札幌拠点 積極採用中＞ 希望をお伺いし、下記いずれかの拠点に配属します。 西事業所／北海道札幌市…
給与 月給18万円以上 + インセンティブ(平均7〜22万円) ---------------------------------------------- ※経…
初年度年収 250万円～500万円
詳細を見る
気になる
情報更新日： 2020/10/30
掲載終了予定日： 2020/12/10"
390,"有限会社アイ・ティー・ピー | エアコン部品・ろ過装置・車など様々な部品をつくる技術派集団！
プラスチック部品の【 製造 】★入社半年/月収例24万～30万円 正社員
職種・業種未経験OK 転勤なし 第二新卒歓迎
仕事内容 【プラスチック部品の機械加工や、検査などをお任せします】電源の立ち上げ → 条件の設定 → ボタンを押す……これで加工スタート！
対象となる方 【未経験大歓迎】★モノづくりに興味があればOK！★ほぼ全員が中途社員！★前職はとんかつ屋さん、市場で勤務していた…など、異業種出身者が多数！
勤務地 【転勤なし／マイカー通勤OK（駐車場完備）】 ■愛知県豊川市大木町石道5-1 ※三河一宮駅から車で…
給与 時給930円〜＋成果給6万〜10万円 【月収例24万〜30万円】 ※試用期間3ヵ月あり（期間中は成果給が−5000…
初年度年収 300万円～400万円
詳細を見る
気になる
情報更新日： 2020/10/30
掲載終了予定日： 2020/11/26"
391,"株式会社エフピー保険事務所 | 「鹿児島中央駅」すぐ近く♪電話でのお問い合わせ⇒099-296-8155
★WEB面談積極受付中！【コンサルティングプランナー】 正社員
業種未経験OK
仕事内容 【お客様に寄り添い、生涯にわたってお付き合いするコンサルティングプランナー】保険の営業をお任せします。
対象となる方 《 経験者求ム！》営業経験のある方（業界・年数不問）★業界未経験でもOK！◎要普免（AT限定可） ◎基本的なPCスキル
勤務地 【ずっと鹿児島で働こう！】 ◆マイカー通勤OK 鹿児島市中央町23-21-104 中央駅一番街アー…
給与 月給25万円（一律手当含む）〜 + 歩合給 ※年齢、経験、能力を考慮の上、優遇します。 ※最長6ヶ月間の試…
初年度年収 300万円～2000万円
詳細を見る
気になる
情報更新日： 2020/11/10
掲載終了予定日： 2020/12/10"
